
************************ Statistics from 2018-02-26 13:15:00.002 until 2018-02-26 13:30:00.007 ************************
Operations executed: 2271
Different operation types executed: 46
Operations average time (in millis): 24
The 10 worst operations are:
# Millis:   14950 # On: 2018-02-26 13:21:53.165 # Class: appilog.framework.shared.core.operation.query.impl.CoreOperationGetLicenseMiscInformation # CallerApp: UCMDB Browser on hcm-ucmdb-browser-608055954-41pjt: integration user,loggedInUser:{UISysadmin###UCMDB} # CustomerID: 1
RequestID: 4ddc74d04358d88ea1e7f649bec0d074 # Name: CoreOperationGetLicenseMiscInformation
# Millis:    7472 # On: 2018-02-26 13:15:53.164 # Class: appilog.framework.shared.core.operation.query.impl.CoreOperationGetLicenseMiscInformation # CallerApp: UCMDB Browser on hcm-ucmdb-browser-608055954-41pjt: integration user,loggedInUser:{UISysadmin###UCMDB} # CustomerID: 1
RequestID: 473baf1ddf2206099a2704a3151f798d # Name: CoreOperationGetLicenseMiscInformation
# Millis:    4841 # On: 2018-02-26 13:15:55.448 # Class: com.mercury.topaz.cmdb.shared.manage.customer.operation.query.impl.CmdbCustomerQueryGetAllCustomers # CallerApp: UIServer # CustomerID: -2147483648
RequestID: 41449309711bda07b9eae46fac958f3d # Name: CmdbCustomerQueryGetAllCustomers
# Millis:    3230 # On: 2018-02-26 13:27:01.858 # Class: com.mercury.topaz.cmdb.shared.manage.customer.operation.query.impl.CmdbCustomerQueryGetAllCustomers # CallerApp: UIServer # CustomerID: -2147483648
RequestID: 4078dfa64804f434ae41a57ac1f46a0f # Name: CmdbCustomerQueryGetAllCustomers
# Millis:    2389 # On: 2018-02-26 13:22:16.307 # Class: appilog.framework.shared.core.operation.query.impl.CoreOperationGetLicenseMiscInformation # CallerApp: UCMDB Browser on hcm-ucmdb-browser-608055954-41pjt: integration user,loggedInUser:{UISysadmin###UCMDB} # CustomerID: 1
RequestID: 4eee129bfd12b7ceb4db79a1d2f794aa # Name: CoreOperationGetLicenseMiscInformation
