
************************ Statistics from 2018-02-26 08:00:00.007 until 2018-02-26 08:15:00.005 ************************
Operations executed: 1882
Different operation types executed: 36
Operations average time (in millis): 7
The 10 worst operations are:
# Millis:    1023 # On: 2018-02-26 08:10:16.317 # Class: appilog.framework.shared.core.operation.query.impl.CoreOperationGetLicenseMiscInformation # CallerApp: UCMDB Browser on hcm-ucmdb-browser-608055954-41pjt: integration user,loggedInUser:{UISysadmin###UCMDB} # CustomerID: 1
RequestID: 4a6925ca1fa31612bae05e113d231176 # Name: CoreOperationGetLicenseMiscInformation
# Millis:     973 # On: 2018-02-26 08:13:16.304 # Class: appilog.framework.shared.core.operation.query.impl.CoreOperationGetLicenseMiscInformation # CallerApp: UCMDB Browser on hcm-ucmdb-browser-608055954-41pjt: integration user,loggedInUser:{UISysadmin###UCMDB} # CustomerID: 1
RequestID: 4cdbd79ce11816a09f3f01bc6eeedcb1 # Name: CoreOperationGetLicenseMiscInformation
# Millis:     960 # On: 2018-02-26 08:10:16.327 # Class: appilog.framework.shared.core.operation.query.impl.CoreOperationGetLicenseMiscInformation # CallerApp: UCMDB Browser on hcm-ucmdb-browser-608055954-41pjt: integration user,loggedInUser:{UISysadmin###UCMDB} # CustomerID: 1
RequestID: 47832a2f1c21a87d8ea0e029cccec226 # Name: CoreOperationGetLicenseMiscInformation
# Millis:     937 # On: 2018-02-26 08:07:16.311 # Class: appilog.framework.shared.core.operation.query.impl.CoreOperationGetLicenseMiscInformation # CallerApp: UCMDB Browser on hcm-ucmdb-browser-608055954-41pjt: integration user,loggedInUser:{UISysadmin###UCMDB} # CustomerID: 1
RequestID: 4ddc88fdb86533a3a1b53ac86cfdd97c # Name: CoreOperationGetLicenseMiscInformation
# Millis:     929 # On: 2018-02-26 08:04:16.313 # Class: appilog.framework.shared.core.operation.query.impl.CoreOperationGetLicenseMiscInformation # CallerApp: UCMDB Browser on hcm-ucmdb-browser-608055954-41pjt: integration user,loggedInUser:{UISysadmin###UCMDB} # CustomerID: 1
RequestID: 44fffcdbf91d89f184cec138fbe60f02 # Name: CoreOperationGetLicenseMiscInformation
# Millis:     908 # On: 2018-02-26 08:13:16.310 # Class: appilog.framework.shared.core.operation.query.impl.CoreOperationGetLicenseMiscInformation # CallerApp: UCMDB Browser on hcm-ucmdb-browser-608055954-41pjt: integration user,loggedInUser:{UISysadmin###UCMDB} # CustomerID: 1
RequestID: 48e7253bfea7b1adb91c77fd5340d3ba # Name: CoreOperationGetLicenseMiscInformation
# Millis:     901 # On: 2018-02-26 08:01:16.310 # Class: appilog.framework.shared.core.operation.query.impl.CoreOperationGetLicenseMiscInformation # CallerApp: UCMDB Browser on hcm-ucmdb-browser-608055954-41pjt: integration user,loggedInUser:{UISysadmin###UCMDB} # CustomerID: 1
RequestID: 4bac96adabb276fb84791154ce99bf5a # Name: CoreOperationGetLicenseMiscInformation
# Millis:     865 # On: 2018-02-26 08:07:16.304 # Class: appilog.framework.shared.core.operation.query.impl.CoreOperationGetLicenseMiscInformation # CallerApp: UCMDB Browser on hcm-ucmdb-browser-608055954-41pjt: integration user,loggedInUser:{UISysadmin###UCMDB} # CustomerID: 1
RequestID: 4f3af21a98f52dc68f11fa8f14f0cd40 # Name: CoreOperationGetLicenseMiscInformation
# Millis:     855 # On: 2018-02-26 08:04:16.308 # Class: appilog.framework.shared.core.operation.query.impl.CoreOperationGetLicenseMiscInformation # CallerApp: UCMDB Browser on hcm-ucmdb-browser-608055954-41pjt: integration user,loggedInUser:{UISysadmin###UCMDB} # CustomerID: 1
RequestID: 48aef10ad6593bdaac1ba0bf312d7679 # Name: CoreOperationGetLicenseMiscInformation
# Millis:     759 # On: 2018-02-26 08:01:16.304 # Class: appilog.framework.shared.core.operation.query.impl.CoreOperationGetLicenseMiscInformation # CallerApp: UCMDB Browser on hcm-ucmdb-browser-608055954-41pjt: integration user,loggedInUser:{UISysadmin###UCMDB} # CustomerID: 1
RequestID: 46afbcde2380636bb005a2043e53ca03 # Name: CoreOperationGetLicenseMiscInformation
 *** All operations statistics ***
# Avg (ms):     677 # Max (ms):    1023 # Count:    20 # Last called: 2018-02-26 08:13:16.304 # Class: appilog.framework.shared.core.operation.query.impl.CoreOperationGetLicenseMiscInformation # CallerApp: UCMDB Browser on hcm-ucmdb-browser-608055954-41pjt: integration user,loggedInUser:{UISysadmin###UCMDB} # CustomerID: 1
# Avg (ms):      42 # Max (ms):      42 # Count:     1 # Last called: 2018-02-26 08:02:57.769 # Class: com.mercury.topaz.cmdb.server.monitors.operation.command.impl.MonitorsCommandCollectInfo # CallerApp: CMDB # CustomerID: -2147483648
# Avg (ms):      31 # Max (ms):      31 # Count:     1 # Last called: 2018-02-26 08:00:00.001 # Class: appilog.framework.shared.scheduler.operation.execute.impl.SchedulerOperationRunExecution # CallerApp: MAM_ # CustomerID: 1
# Avg (ms):      30 # Max (ms):      30 # Count:     1 # Last called: 2018-02-26 08:00:00.001 # Class: com.hp.ucmdb.systemhealth.operations.DumpKpiDashboardOperation # CallerApp: CMDB # CustomerID: 1
# Avg (ms):      16 # Max (ms):      46 # Count:    20 # Last called: 2018-02-26 08:13:17.281 # Class: appilog.framework.shared.core.operation.query.impl.CoreOperationSPGetAllSettings # CallerApp: UCMDB Browser on hcm-ucmdb-browser-608055954-41pjt: integration user,loggedInUser:{UISysadmin###UCMDB} # CustomerID: 1
# Avg (ms):      13 # Max (ms):      13 # Count:     1 # Last called: 2018-02-26 08:02:56.877 # Class: com.mercury.topaz.cmdb.shared.manage.quota.operation.update.impl.QuotaUpdateCollectCounts # CallerApp: CMDB # CustomerID: -2147483648
# Avg (ms):      13 # Max (ms):      13 # Count:     1 # Last called: 2018-02-26 08:08:40.001 # Class: com.mercury.topaz.cmdb.shared.tql.operation.query.impl.TqlQueryGetPatterns # CallerApp: Periodic task result_repository_passivate_timer # CustomerID: 1
# Avg (ms):      13 # Max (ms):      13 # Count:     1 # Last called: 2018-02-26 08:08:40.001 # Class: com.mercury.topaz.cmdb.server.tql.operation.command.impl.TqlCommandResultRepositoryPassivation # CallerApp: Periodic task result_repository_passivate_timer # CustomerID: 1
# Avg (ms):      12 # Max (ms):      13 # Count:     2 # Last called: 2018-02-26 08:02:57.769 # Class: com.mercury.topaz.cmdb.shared.tql.operation.query.impl.TqlQueryGetPatterns # CallerApp: CMDB # CustomerID: 1
# Avg (ms):       3 # Max (ms):       4 # Count:    20 # Last called: 2018-02-26 08:13:17.302 # Class: com.mercury.topaz.cmdb.shared.manage.customer.operation.query.impl.CmdbCustomerQueryGetAllCustomers # CallerApp: UCMDB Browser on hcm-ucmdb-browser-608055954-41pjt: integration user,loggedInUser:{UISysadmin###UCMDB} # CustomerID: -2147483648
# Avg (ms):       2 # Max (ms):       3 # Count:    20 # Last called: 2018-02-26 08:13:17.306 # Class: com.mercury.topaz.cmdb.shared.manage.customer.operation.query.impl.CmdbCustomerQueryGetAllCustomerConfigs # CallerApp: UCMDB Browser on hcm-ucmdb-browser-608055954-41pjt: integration user,loggedInUser:{UISysadmin###UCMDB} # CustomerID: -2147483648
# Avg (ms):       1 # Max (ms):      10 # Count:    60 # Last called: 2018-02-26 08:14:59.683 # Class: com.mercury.topaz.cmdb.shared.manage.customer.operation.query.impl.CmdbCustomerQueryGetAllCustomers # CallerApp: UIServer # CustomerID: -2147483648
# Avg (ms):       1 # Max (ms):       4 # Count:    60 # Last called: 2018-02-26 08:14:59.685 # Class: com.mercury.topaz.cmdb.shared.manage.customer.operation.query.impl.CmdbCustomerQueryGetAllCustomerConfigs # CallerApp: UIServer # CustomerID: -2147483648
# Avg (ms):       1 # Max (ms):       1 # Count:     1 # Last called: 2018-02-26 08:02:56.877 # Class: com.mercury.topaz.cmdb.server.model.operation.query.topology.separation.ModelTopologyQueryGetCountByTypes # CallerApp: CMDB # CustomerID: 1
# Avg (ms):       1 # Max (ms):       1 # Count:     1 # Last called: 2018-02-26 08:02:56.877 # Class: com.mercury.topaz.cmdb.server.model.operation.query.topology.memory.ModelMemoryTopologyQueryGetObjectsCount # CallerApp: CMDB # CustomerID: 1
# Avg (ms):       1 # Max (ms):       1 # Count:     1 # Last called: 2018-02-26 08:02:56.877 # Class: com.mercury.topaz.cmdb.server.model.operation.query.topology.separation.ModelTopologyQueryGetObjectsCount # CallerApp: CMDB # CustomerID: 1
# Avg (ms):       0 # Max (ms):       1 # Count:    60 # Last called: 2018-02-26 08:14:59.423 # Class: com.hp.ucmdb.discovery.framework.probe.operations.AutoDiscoveryOperationUpdateResourceLastUpdateTime # CallerApp: Periodic task update discovery resources last update time # CustomerID: 1
# Avg (ms):       0 # Max (ms):       1 # Count:     3 # Last called: 2018-02-26 08:13:40.077 # Class: com.hp.ucmdb.discovery.framework.probe.operations.AutoDiscoveryOperationClearDownloadResourcesCache # CallerApp: Periodic task Resources Cache Clean # CustomerID: 1
# Avg (ms):       0 # Max (ms):       1 # Count:   335 # Last called: 2018-02-26 08:02:57.811 # Class: com.mercury.topaz.cmdb.server.tql.operation.query.impl.TqlQueryGetResultFromRepository # CallerApp: CMDB # CustomerID: 1
# Avg (ms):       0 # Max (ms):       0 # Count:     1 # Last called: 2018-02-26 08:02:57.769 # Class: com.mercury.topaz.cmdb.shared.manage.quota.operation.query.impl.QuotaQueryGetQuotaAndCountInfo # CallerApp: CMDB # CustomerID: -2147483648
# Avg (ms):       0 # Max (ms):       0 # Count:    20 # Last called: 2018-02-26 08:13:17.309 # Class: com.mercury.topaz.cmdb.shared.manage.customer.operation.query.impl.CmdbCustomerQueryGetAllCustomerStates # CallerApp: UCMDB Browser on hcm-ucmdb-browser-608055954-41pjt: integration user,loggedInUser:{UISysadmin###UCMDB} # CustomerID: -2147483648
# Avg (ms):       0 # Max (ms):       0 # Count:     4 # Last called: 2018-02-26 08:02:57.811 # Class: com.mercury.topaz.cmdb.shared.manage.customer.operation.query.impl.CmdbCustomerQueryGetLoadedCustomerIDs # CallerApp: CMDB # CustomerID: -2147483648
# Avg (ms):       0 # Max (ms):       0 # Count:     1 # Last called: 2018-02-26 08:08:40.048 # Class: com.mercury.topaz.cmdb.server.base.util.cache.operation.CacheUpdateShrink # CallerApp: Periodic task IMPACT_STATE # CustomerID: 1
# Avg (ms):       0 # Max (ms):       0 # Count:     1 # Last called: 2018-02-26 08:02:57.811 # Class: com.mercury.topaz.cmdb.server.tql.operation.query.impl.TqlQueryGetFailedTqls # CallerApp: CMDB # CustomerID: 1
# Avg (ms):       0 # Max (ms):       0 # Count:     4 # Last called: 2018-02-26 08:02:57.811 # Class: com.mercury.topaz.cmdb.server.monitors.operation.update.impl.MonitorsUpdateInfoOperation # CallerApp: CMDB # CustomerID: -2147483648
# Avg (ms):       0 # Max (ms):       1 # Count:    60 # Last called: 2018-02-26 08:14:59.687 # Class: com.mercury.topaz.cmdb.shared.manage.customer.operation.query.impl.CmdbCustomerQueryGetAllCustomerStates # CallerApp: UIServer # CustomerID: -2147483648
# Avg (ms):       0 # Max (ms):       0 # Count:     1 # Last called: 2018-02-26 08:08:35.327 # Class: com.hp.ucmdb.tql.tracker.operations.TqlTrackerScheduleTick # CallerApp: Periodic task TQL Tracker task for 1, id name: Default Client # CustomerID: 1
# Avg (ms):       0 # Max (ms):       1 # Count:    90 # Last called: 2018-02-26 08:14:59.512 # Class: com.mercury.topaz.cmdb.server.base.dispatcher.command.TimerTickCommand # CallerApp: Periodic task Correlation Actions task # CustomerID: 1
# Avg (ms):       0 # Max (ms):       1 # Count:   306 # Last called: 2018-02-26 08:02:57.811 # Class: com.mercury.topaz.cmdb.shared.tql.operation.query.impl.TqlQueryGetPattern # CallerApp: CMDB # CustomerID: 1
# Avg (ms):       0 # Max (ms):       0 # Count:     3 # Last called: 2018-02-26 08:13:40.063 # Class: com.hp.ucmdb.widgettracker.operations.CmdbWidgetClearNotificationsCache # CallerApp: Periodic task Cmdb-Widget-Tracker: Clean Notifications Cache Task # CustomerID: 1
# Avg (ms):       0 # Max (ms):       1 # Count:   335 # Last called: 2018-02-26 08:02:57.811 # Class: com.hp.ucmdb.authorization.permissions.operation.query.tenants.impl.AuthorizationGetTenantsForGeneralOnResourceOrCIPermittedAction # CallerApp: CMDB # CustomerID: 1
