
************************ Statistics from 2018-02-26 10:15:00.004 until 2018-02-26 10:30:00.009 ************************
Operations executed: 2282
Different operation types executed: 51
Operations average time (in millis): 31
The 10 worst operations are:
# Millis:   15504 # On: 2018-02-26 10:25:16.311 # Class: appilog.framework.shared.core.operation.query.impl.CoreOperationGetLicenseMiscInformation # CallerApp: UCMDB Browser on hcm-ucmdb-browser-608055954-41pjt: integration user,loggedInUser:{UISysadmin###UCMDB} # CustomerID: 1
RequestID: 45c1a149af699302bf1f1eb78a43825c # Name: CoreOperationGetLicenseMiscInformation
# Millis:   15399 # On: 2018-02-26 10:25:16.318 # Class: appilog.framework.shared.core.operation.query.impl.CoreOperationGetLicenseMiscInformation # CallerApp: UCMDB Browser on hcm-ucmdb-browser-608055954-41pjt: integration user,loggedInUser:{UISysadmin###UCMDB} # CustomerID: 1
RequestID: 44d6ce1593b3c1cb832bc4f7254b6aa9 # Name: CoreOperationGetLicenseMiscInformation
# Millis:   15170 # On: 2018-02-26 10:25:16.304 # Class: appilog.framework.shared.core.operation.query.impl.CoreOperationGetLicenseMiscInformation # CallerApp: UCMDB Browser on hcm-ucmdb-browser-608055954-41pjt: integration user,loggedInUser:{UISysadmin###UCMDB} # CustomerID: 1
RequestID: 4a8733088e0168dd98fb5851252b5e2b # Name: CoreOperationGetLicenseMiscInformation
# Millis:    5531 # On: 2018-02-26 10:28:16.308 # Class: appilog.framework.shared.core.operation.query.impl.CoreOperationGetLicenseMiscInformation # CallerApp: UCMDB Browser on hcm-ucmdb-browser-608055954-41pjt: integration user,loggedInUser:{UISysadmin###UCMDB} # CustomerID: 1
RequestID: 4042a268eee907e3a5238c1aed0eaec7 # Name: CoreOperationGetLicenseMiscInformation
# Millis:    5469 # On: 2018-02-26 10:28:16.314 # Class: appilog.framework.shared.core.operation.query.impl.CoreOperationGetLicenseMiscInformation # CallerApp: UCMDB Browser on hcm-ucmdb-browser-608055954-41pjt: integration user,loggedInUser:{UISysadmin###UCMDB} # CustomerID: 1
RequestID: 48169d59332144729ff97e7317f5aa9c # Name: CoreOperationGetLicenseMiscInformation
# Millis:    3787 # On: 2018-02-26 10:27:53.164 # Class: appilog.framework.shared.core.operation.query.impl.CoreOperationGetLicenseMiscInformation # CallerApp: UCMDB Browser on hcm-ucmdb-browser-608055954-41pjt: integration user,loggedInUser:{UISysadmin###UCMDB} # CustomerID: 1
RequestID: 41ae21fab43bca28862481f341c0d7fb # Name: CoreOperationGetLicenseMiscInformation
# Millis:    2351 # On: 2018-02-26 10:24:37.417 # Class: com.mercury.topaz.cmdb.shared.manage.customer.operation.query.impl.CmdbCustomerQueryGetAllCustomers # CallerApp: UIServer # CustomerID: -2147483648
RequestID: 40849e4db036f33d8ebe68971f89691f # Name: CmdbCustomerQueryGetAllCustomers
# Millis:     996 # On: 2018-02-26 10:16:16.321 # Class: appilog.framework.shared.core.operation.query.impl.CoreOperationGetLicenseMiscInformation # CallerApp: UCMDB Browser on hcm-ucmdb-browser-608055954-41pjt: integration user,loggedInUser:{UISysadmin###UCMDB} # CustomerID: 1
RequestID: 4024eaee6e5cb1f2a9ace8f1211fcf3b # Name: CoreOperationGetLicenseMiscInformation
# Millis:     956 # On: 2018-02-26 10:19:16.311 # Class: appilog.framework.shared.core.operation.query.impl.CoreOperationGetLicenseMiscInformation # CallerApp: UCMDB Browser on hcm-ucmdb-browser-608055954-41pjt: integration user,loggedInUser:{UISysadmin###UCMDB} # CustomerID: 1
RequestID: 4c6aaf0bae720a4fb4703f000cd8f5e5 # Name: CoreOperationGetLicenseMiscInformation
