
************************ Statistics from 2018-02-26 11:45:02.947 until 2018-02-26 12:00:00.464 ************************
Operations executed: 1884
Different operation types executed: 35
Operations average time (in millis): 12
The 10 worst operations are:
# Millis:    5837 # On: 2018-02-26 11:45:53.164 # Class: appilog.framework.shared.core.operation.query.impl.CoreOperationGetLicenseMiscInformation # CallerApp: UCMDB Browser on hcm-ucmdb-browser-608055954-41pjt: integration user,loggedInUser:{UISysadmin###UCMDB} # CustomerID: 1
RequestID: 46c5e5839809de6daae49d720b72e1b0 # Name: CoreOperationGetLicenseMiscInformation
# Millis:    2529 # On: 2018-02-26 11:50:24.820 # Class: com.mercury.topaz.cmdb.shared.manage.customer.operation.query.impl.CmdbCustomerQueryGetAllCustomers # CallerApp: UIServer # CustomerID: -2147483648
RequestID: 47a7d1d4652ba7689ccc3d91bc74efa1 # Name: CmdbCustomerQueryGetAllCustomers
# Millis:    2514 # On: 2018-02-26 11:59:27.633 # Class: com.mercury.topaz.cmdb.shared.manage.customer.operation.query.impl.CmdbCustomerQueryGetAllCustomers # CallerApp: UIServer # CustomerID: -2147483648
RequestID: 4db3d37113afc4a981f1fcf031d55564 # Name: CmdbCustomerQueryGetAllCustomers
# Millis:     994 # On: 2018-02-26 11:46:16.322 # Class: appilog.framework.shared.core.operation.query.impl.CoreOperationGetLicenseMiscInformation # CallerApp: UCMDB Browser on hcm-ucmdb-browser-608055954-41pjt: integration user,loggedInUser:{UISysadmin###UCMDB} # CustomerID: 1
RequestID: 468965cb26e3991c8587f9cc76f087a2 # Name: CoreOperationGetLicenseMiscInformation
# Millis:     951 # On: 2018-02-26 11:49:16.310 # Class: appilog.framework.shared.core.operation.query.impl.CoreOperationGetLicenseMiscInformation # CallerApp: UCMDB Browser on hcm-ucmdb-browser-608055954-41pjt: integration user,loggedInUser:{UISysadmin###UCMDB} # CustomerID: 1
RequestID: 4bab1b453b988addab69202a3afa19f2 # Name: CoreOperationGetLicenseMiscInformation
# Millis:     948 # On: 2018-02-26 11:58:16.330 # Class: appilog.framework.shared.core.operation.query.impl.CoreOperationGetLicenseMiscInformation # CallerApp: UCMDB Browser on hcm-ucmdb-browser-608055954-41pjt: integration user,loggedInUser:{UISysadmin###UCMDB} # CustomerID: 1
RequestID: 40251abd11da2a90824c9e6427bc3f0e # Name: CoreOperationGetLicenseMiscInformation
# Millis:     930 # On: 2018-02-26 11:55:16.310 # Class: appilog.framework.shared.core.operation.query.impl.CoreOperationGetLicenseMiscInformation # CallerApp: UCMDB Browser on hcm-ucmdb-browser-608055954-41pjt: integration user,loggedInUser:{UISysadmin###UCMDB} # CustomerID: 1
RequestID: 432cf1f12111e98dbfde46ea65ac2a92 # Name: CoreOperationGetLicenseMiscInformation
